,Nenjiang,Qiqihar,Jiamusi,Harbin,Mudanjiang,Changchun,Kaiyuan,Shenyang,Chaoyang,Dandong,Dalian,Hailar,Xilinhot,Chifeng,Doron,Bailingmiao,Hohhot,Shanbazhen,Etuoke,Datong,Taiyuan,Linyi,Changzhi,Beijing,Tianjin,Tangshan,Baoding,Zhangzhou,Shijiazhuang,Handan,Anyang,Luoyang,Zhengzhou,Nanyang,Xinyang,Dezhou,Laiyang,Jinan,Linyi,Heze,Xuzhou,Yangzhou,Nanjing,Suzhou,Shanghai,Fuyang,Bengbu,Hefei,Anqing,Tunxi,Hangzhou,Ningbo,Jinhua,Wenzhou,Jiujiang,Nanchang,Shangrao,Ji&#39;an,Ganzhou,Jianyang,Fuzhou,Yongan,Zhangzhou,Taipei,Tainan,Yun County,Yichang,Gangneung,Wuhan,Yueyang,Fuling,Changsha,Shaoyang,Zhangzhou,Shaoguan,Shantou,Guangzhou,Zhanjiang,Haikou,Guilin,Liuzhou,Baise,Zhangzhou,Nanning,Altay,Yining,Urumqi,Hami,Kashgar,Xining,Golmud,Zhangye,Lanzhou,Pingliang,Tianshui,Yinchuan,Yulin,Yan&#39;an,Xi&#39;an,Hanzhong,Ankang,Guangyuan,Wanxian,Chengdu,Kangding,Chongqing,Xichang,Tongren,Bijie,Guiyang,Xingren,Zhaotong,Dali,Tengchong,Kunming,Simao,Heihe,Changdu,Lhasa,Palizhen
1657,,,,,,,,,,,,,,,,,,,,3.0,1,4.0,4.0,3.0,1,1,2,2.0,1,3,4.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,5.0,,,5.0,3,3,3,3,4,2.0,3.0,2.0,1.0,3.0,5.0,,3.0,4.0,5.0,4.0,5.0,1.0,3.0,,,2.0,3,3.0,3,3.0,,3.0,3.0,4.0,5.0,,4.0,2.0,4.0,3.0,3.0,,3.0,3.0,,,,,,,,,,4.0,3.0,4.0,3,3,5,3,3.0,,,,,3.0,,,,3.0,,,,,,,,,,
1658,,,,,,,,2.0,,,,,,,,,,,,3.0,1,2.0,2.0,5.0,3,4,3,2.0,2,4,4.0,1.0,1.0,2.0,1.0,3.0,3.0,4.0,4.0,1.0,3.0,,,1.0,2,1,1,1,1,3.0,3.0,3.0,3.0,3.0,,2.0,1.0,4.0,2.0,,,1.0,,,,2.0,1,1.0,2,2.0,3.0,2.0,3.0,2.0,4.0,2,2.0,4.0,2.0,3.0,3.0,,3.0,4.0,,,,,,,,,,2.0,,3.0,3,3,2,1,1.0,,,,,2.0,,,,3.0,,,,,,,,,,
1659,,,,,,,,,,,,,,,,,,,,1.0,2,1.0,1.0,3.0,2,2,3,3.0,1,5,4.0,1.0,1.0,4.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,,2.0,1,2,2,1,2,2.0,3.0,5.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,,2.0,3.0,2.0,,,3.0,4,2.0,1,4.0,5.0,4.0,4.0,2.0,,4,,2.0,,3.0,5.0,,2.0,4.0,,,,,,,,,,2.0,,2.0,1,1,3,3,3.0,2.0,,2.0,,,,5.0,,4.0,5.0,,,,3.0,,,,,
1660,,,,,,,,,,,,,4.0,,,,,,,5.0,1,2.0,2.0,4.0,3,5,2,2.0,3,4,4.0,4.0,4.0,1.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,,4.0,3,2,3,3,3,3.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,,,,3.0,4,3.0,3,3.0,3.0,3.0,3.0,3.0,4.0,,5.0,2.0,2.0,3.0,4.0,,3.0,3.0,,,,,,,,,,,,2.0,3,2,2,2,2.0,,,,,,,5.0,4.0,4.0,5.0,,,,3.0,,,,,
1661,,,,,,1.0,,,2.0,,,,,,,,,,,3.0,3,4.0,3.0,3.0,3,4,4,3.0,3,3,4.0,5.0,4.0,5.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,,5.0,5,5,5,4,4,4.0,5.0,5.0,5.0,,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,,4.0,4,4.0,4,3.0,3.0,3.0,3.0,3.0,2.0,,2.0,,4.0,2.0,3.0,,2.0,3.0,,,,,,,,,,,,3.0,4,4,4,4,4.0,,,,,,2.0,2.0,2.0,2.0,4.0,,,,3.0,,,,,
1662,,,,,,,,,4.0,,,,,,,,,,,4.0,1,1.0,1.0,3.0,4,4,3,3.0,3,1,2.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,,3.0,3,1,2,3,4,3.0,2.0,5.0,3.0,,5.0,4.0,4.0,4.0,4.0,1.0,3.0,1.0,3.0,,,2.0,3,1.0,3,4.0,1.0,4.0,3.0,4.0,,,2.0,,1.0,2.0,3.0,,2.0,3.0,,,,,,3.0,3.0,,,,1.0,2.0,1,1,1,1,1.0,,,3.0,,3.0,2.0,3.0,3.0,3.0,3.0,,2.0,,3.0,,,,,
1663,,,,,,,,,,,,,,,,,,,,3.0,1,2.0,2.0,2.0,2,2,2,2.0,1,3,2.0,2.0,2.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,1.0,4.0,4,4,4,4,1,4.0,3.0,4.0,1.0,,1.0,,1.0,4.0,4.0,2.0,2.0,2.0,1.0,,,,2,1.0,1,1.0,2.0,3.0,3.0,3.0,4.0,4,5.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,3.0,,,,,3.0,,3,3,1,1,1.0,,,,,,,1.0,1.0,1.0,1.0,,3.0,,2.0,,,,,
1664,,,,,,,,,,,,,,,,,,,,1.0,1,2.0,5.0,4.0,2,2,3,4.0,2,3,4.0,3.0,4.0,2.0,3.0,5.0,5.0,4.0,5.0,5.0,3.0,3.0,,3.0,2,5,2,2,2,2.0,3.0,2.0,5.0,,4.0,,4.0,4.0,3.0,4.0,5.0,4.0,4.0,,,,,2.0,3,3.0,,3.0,3.0,4.0,,5,4.0,,,3.0,3.0,,2.0,3.0,,,,,,3.0,,,2.0,2.0,3.0,,1,1,2,2,2.0,,,4.0,,,,,3.0,,,,3.0,,1.0,,,,,
1665,,,,,,,,,,,,,,,,,,,,4.0,5,4.0,3.0,3.0,4,2,1,1.0,1,2,4.0,4.0,2.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,,3.0,4,2,1,3,3,2.0,3.0,2.0,2.0,,4.0,,4.0,4.0,4.0,5.0,4.0,5.0,5.0,,,,,2.0,3,4.0,4.0,5.0,3.0,5.0,5.0,5,4.0,,,2.0,3.0,,2.0,3.0,,,,,,3.0,,4.0,3.0,2.0,3.0,,4,4,4,3,4.0,,,3.0,,,,,3.0,,,,4.0,,4.0,,,,,
1666,,,,,,,,,,,,,,,,,,,,2.0,2,2.0,1.0,3.0,3,3,3,2.0,2,3,3.0,3.0,3.0,2.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,,3.0,3,4,2,3,3,3.0,3.0,4.0,5.0,,4.0,,4.0,4.0,3.0,,3.0,3.0,4.0,,,,,4.0,4,3.0,3.0,3.0,3.0,3.0,4.0,4,5.0,,,3.0,3.0,,3.0,3.0,,,,,,4.0,,2.0,4.0,2.0,3.0,,2,2,3,3,3.0,,,,,,,,2.0,,,,,,3.0,,,,,
1667,,,,,,1.0,,4.0,3.0,,,,,,,,,,,3.0,1,3.0,3.0,3.0,2,4,2,1.0,4,4,4.0,3.0,4.0,3.0,4.0,4.0,4.0,1.0,3.0,4.0,2.0,4.0,,4.0,4,4,4,4,2,3.0,4.0,5.0,3.0,2.0,2.0,,1.0,1.0,3.0,,2.0,3.0,2.0,,,2.0,,3.0,3,1.0,5.0,3.0,3.0,4.0,,2,4.0,1.0,2.0,3.0,3.0,,2.0,3.0,,,,,,5.0,,2.0,5.0,4.0,4.0,4.0,3,3,3,3,3.0,,,,,,,,2.0,,,,,,,,,,,
1668,,,,,,,,,,,,,,,,,,,,3.0,3,3.0,2.0,1.0,1,1,1,1.0,1,1,1.0,1.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,,2.0,2,2,2,3,2,2.0,,3.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,,,2.0,2,2.0,2,3.0,,,,3.0,2.0,4,2.0,,,2.0,2.0,2.0,2.0,1.0,,,,,,4.0,,2.0,4.0,,4.0,3.0,3,3,1,3,3.0,3.0,,,,,,,3.0,,,,,,,,,,,
1669,,,,,,,,2.0,,,,,,,,,,,,4.0,4,4.0,3.0,4.0,3,4,2,3.0,2,3,3.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,,3.0,2,2,1,2,2,2.0,4.0,1.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,,,2.0,2.0,,,2.0,3,3.0,3,3.0,3.0,3.0,3.0,3.0,,2,,2.0,,3.0,3.0,,3.0,3.0,,,,,,3.0,,,3.0,,3.0,2.0,4,4,3,2,2.0,,,,,,,,3.0,,,,,,,,,,,
1670,,,,,,,,,,,,,,,,,,,,3.0,4,2.0,1.0,5.0,4,4,4,5.0,5,4,5.0,2.0,5.0,2.0,4.0,5.0,4.0,5.0,5.0,5.0,3.0,2.0,,1.0,1,3,2,1,2,2.0,2.0,2.0,1.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,,4.0,4.0,,,4.0,2,1.0,1,3.0,4.0,3.0,3.0,4.0,,,2.0,,,3.0,3.0,,3.0,3.0,,,,,,3.0,,,3.0,,3.0,4.0,3,3,3,3,3.0,,,3.0,,,,,2.0,,,,5.0,,,2.0,,,,
1671,,,,,,,,,,,,,5.0,4.0,,,,,,5.0,2,2.0,4.0,4.0,3,3,5,3.0,4,5,5.0,3.0,4.0,3.0,5.0,5.0,1.0,4.0,4.0,,4.0,4.0,4.0,5.0,5,5,5,5,5,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,1.0,,1.0,3.0,,,2.0,2,2.0,5,5.0,4.0,4.0,4.0,4.0,2.0,,,,,3.0,3.0,,2.0,3.0,,,,,,4.0,,,3.0,,3.0,,2,2,2,2,2.0,,,3.0,,1.0,,,3.0,,,,2.0,,1.0,,,,,
1672,,,,,,,,,4.0,,,,5.0,,,,,,,3.0,4,4.0,2.0,3.0,4,5,2,4.0,2,2,1.0,3.0,2.0,4.0,3.0,4.0,4.0,5.0,4.0,2.0,2.0,2.0,,4.0,4,4,4,4,4,4.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,2.0,,,2.0,,,,3.0,2,2.0,3,4.0,3.0,3.0,3.0,3.0,4.0,,4.0,,1.0,2.0,2.0,2.0,2.0,2.0,,,,,,3.0,,,3.0,,3.0,,3,3,4,3,3.0,1.0,1.0,,,1.0,,,3.0,,,,,,3.0,,,,,
1673,,,,,,,,,,,,,,,,,,,,3.0,3,4.0,2.0,3.0,3,1,3,3.0,3,3,1.0,2.0,2.0,3.0,5.0,4.0,5.0,4.0,3.0,3.0,3.0,2.0,,3.0,2,4,3,2,4,3.0,1.0,,4.0,3.0,3.0,3.0,3.0,,,,5.0,2.0,4.0,,,3.0,3,3.0,3,4.0,,3.0,3.0,3.0,2.0,5,4.0,2.0,,3.0,3.0,,2.0,3.0,,,,,,3.0,,,,,3.0,,4,4,3,2,2.0,3.0,,,,,,,,2.0,2.0,,,,,,,,,
1674,,,,,,,,,,,,,,,,,,,,3.0,4,3.0,2.0,3.0,4,2,4,4.0,4,3,5.0,3.0,5.0,2.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,2.0,,1.0,2,4,2,3,4,4.0,1.0,,5.0,3.0,4.0,4.0,1.0,,,,,,,,,4.0,4,4.0,4,4.0,3.0,2.0,3.0,5.0,,,4.0,4.0,1.0,3.0,3.0,,2.0,3.0,,,,,,3.0,,,,,2.0,,3,3,4,3,3.0,,,,,,,,,3.0,,,,,,,,,,
1675,,,,,,,,,,,,,,,,,,,,3.0,1,3.0,3.0,4.0,3,3,1,1.0,2,3,3.0,5.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,,3.0,3,2,2,4,2,3.0,4.0,,2.0,3.0,3.0,3.0,3.0,,,,1.0,3.0,3.0,,,3.0,3,3.0,3,3.0,,3.0,,3.0,2.0,4,2.0,,,3.0,3.0,,2.0,3.0,,,,,,4.0,,,,,2.0,,3,3,3,3,3.0,,,,,,,,,3.0,,,,,,,,,,
1676,,,,,,,,,,,,,,,,,,,,2.0,2,2.0,2.0,3.0,3,3,3,4.0,3,1,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,1.0,2,2,2,3,2,3.0,2.0,,4.0,3.0,2.0,4.0,2.0,,,,4.0,4.0,1.0,,,2.0,3,1.0,1,1.0,,2.0,3.0,2.0,4.0,2,,,,2.0,3.0,,2.0,3.0,,,,,,,,,,,3.0,,3,3,3,2,1.0,2.0,,,,,,3.0,,3.0,,,,,,,,,,
1677,,,,,,,,,,,,,,,,,,,,3.0,2,3.0,3.0,4.0,4,4,3,4.0,3,2,2.0,,23.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,4,2,2,2,4,4.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,,1.0,4.0,,4.0,3.0,,,3.0,3,3.0,3,3.0,,3.0,,2.0,4.0,,2.0,,,3.0,3.0,,2.0,2.0,,,,,,,,,4.0,,3.0,2.0,2,2,3,3,4.0,,,,,,,3.0,,3.0,,,,,,,,,,
1678,,,,,,,,,4.0,,,,,,,,,,,2.0,2,1.0,1.0,5.0,3,5,4,4.0,3,2,3.0,4.0,1.0,5.0,2.0,4.0,3.0,5.0,5.0,4.0,2.0,4.0,3.0,4.0,5,2,4,4,5,4.0,4.0,2.0,5.0,3.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,2.0,,,3.0,3,3.0,3,4.0,,3.0,3.0,3.0,2.0,2,1.0,,,2.0,2.0,,2.0,2.0,,,,,,,,,,2.0,2.0,,2,2,3,3,3.0,3.0,,,,2.0,,3.0,,2.0,,,,,2.0,,,,,
1679,,,,,,,,,,,,,,,,,,,,4.0,5,1.0,1.0,4.0,3,4,5,5.0,5,2,1.0,1.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5,4,5,5,5,4.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,,2.0,1.0,,,,3.0,5,5.0,5,4.0,5.0,5.0,5.0,3.0,2.0,,,,,3.0,3.0,,3.0,2.0,,,,,,,,,,,3.0,,1,1,1,1,1.0,,,,,4.0,,3.0,,2.0,,,3.0,,3.0,,,,,
1680,,,,,,,,,,,,,5.0,,,4.0,,,,5.0,5,2.0,1.0,4.0,3,4,4,4.0,4,3,3.0,4.0,4.0,3.0,2.0,4.0,2.0,4.0,1.0,1.0,1.0,2.0,,1.0,2,3,1,4,4,4.0,2.0,3.0,4.0,3.0,1.0,3.0,1.0,2.0,4.0,,4.0,2.0,4.0,,3.0,3.0,2,3.0,3,3.0,3.0,3.0,3.0,4.0,4.0,,4.0,5.0,5.0,3.0,4.0,,3.0,3.0,,,,,,,,,,,4.0,,4,4,1,3,3.0,3.0,,3.0,,,,3.0,4.0,3.0,,,,,3.0,,,,,
1681,,,,,,,,,,,,,4.0,,,,,,,5.0,2,3.0,2.0,3.0,3,4,4,3.0,5,3,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,,3.0,3,3,5,4,4,3.0,1.0,5.0,2.0,5.0,3.0,2.0,1.0,5.0,2.0,4.0,5.0,4.0,4.0,,,3.0,2,2.0,3,2.0,2.0,5.0,5.0,5.0,4.0,4,5.0,4.0,5.0,4.0,4.0,,4.0,3.0,,,,,,,,,,,1.0,,3,3,2,3,3.0,3.0,,3.0,,,,4.0,2.0,3.0,4.0,,,,,,,,,
1682,,,,,,,1.0,,,,,,4.0,,,,,,,3.0,3,3.0,3.0,4.0,3,3,3,3.0,4,5,2.0,2.0,,22.0,2.0,4.0,3.0,1.0,3.0,2.0,4.0,4.0,,2.0,2,3,3,3,1,1.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,,4.0,4.0,5.0,2.0,,,,3.0,2,2.0,2,2.0,2.0,2.0,2.0,2.0,4.0,,4.0,2.0,4.0,2.0,2.0,3.0,2.0,4.0,,,,,,4.0,,,,,3.0,,3,3,3,3,3.0,,,2.0,,2.0,,2.0,2.0,3.0,5.0,,,,,,,,,
1683,,,,,,,,,,,,,,,,,,,,4.0,1,1.0,1.0,4.0,2,4,3,3.0,4,5,4.0,4.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,,2.0,2,3,3,3,2,2.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,,3.0,2.0,4.0,2.0,4.0,,1.0,2.0,3,3.0,2,1.0,1.0,2.0,2.0,3.0,,4,,2.0,4.0,2.0,2.0,4.0,2.0,4.0,,,,,,,,4.0,,4.0,3.0,4.0,3,3,4,3,3.0,,,,,3.0,,3.0,4.0,3.0,3.0,,,,,,,,,
1684,,,,,2.0,,,,,,,,,,,,,,,3.0,1,1.0,1.0,3.0,4,3,3,2.0,1,2,2.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,,2.0,3,4,4,4,2,2.0,2.0,3.0,1.0,3.0,3.0,3.0,4.0,,3.0,,4.0,1.0,3.0,,,3.0,3,3.0,3,4.0,1.0,2.0,1.0,3.0,5.0,4,5.0,,,5.0,4.0,,4.0,4.0,,,,,,,,3.0,,3.0,5.0,3.0,4,4,4,4,5.0,5.0,4.0,3.0,,5.0,,4.0,4.0,4.0,3.0,,,,,,,,,
1685,,,,,,,,,,,,,5.0,,,,,,,4.0,4,4.0,4.0,2.0,2,1,2,3.0,1,3,3.0,3.0,1.0,3.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,,2.0,3,3,2,3,3,3.0,3.0,4.0,3.0,4.0,3.0,,4.0,,3.0,4.0,4.0,5.0,2.0,,3.0,3.0,3,1.0,1,3.0,1.0,3.0,,4.0,5.0,5,5.0,,1.0,3.0,3.0,,3.0,2.0,,,,,,,,2.0,,2.0,4.0,4.0,4,4,3,2,3.0,4.0,3.0,,,3.0,,3.0,4.0,3.0,3.0,,,,,,,,,
1686,,,,,,,,,,,,,,,,,,,,3.0,4,4.0,5.0,3.0,2,2,3,3.0,4,2,4.0,5.0,4.0,2.0,4.0,1.0,2.0,1.0,3.0,3.0,4.0,2.0,,2.0,2,4,5,3,2,3.0,1.0,2.0,1.0,3.0,2.0,,1.0,,3.0,1.0,2.0,2.0,2.0,,,3.0,3,3.0,3,4.0,3.0,4.0,,4.0,4.0,4,,,2.0,5.0,3.0,,3.0,3.0,,,,,,,,2.0,,,5.0,,2,2,2,3,2.0,4.0,,,,4.0,,3.0,4.0,3.0,5.0,,,3.0,2.0,,,,,
1687,,,,,,,,,,,,,,,,,,,,3.0,2,2.0,2.0,4.0,3,2,3,3.0,4,3,4.0,4.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,,2.0,4,3,4,4,2,3.0,5.0,5.0,3.0,2.0,4.0,,3.0,4.0,4.0,,2.0,,3.0,,,3.0,3,3.0,3,3.0,,3.0,5.0,5.0,,,2.0,,1.0,3.0,4.0,,3.0,4.0,,,,,,3.0,,,,,3.0,,3,3,3,3,3.0,4.0,,,,,,4.0,3.0,3.0,3.0,,4.0,,3.0,,,,,
1688,,,,,,,,,,,,,,,,,,,,2.0,2,4.0,4.0,3.0,3,3,3,3.0,4,4,4.0,4.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,2.0,2.0,3.0,4.0,4.0,4,2,3,3,3,2.0,5.0,3.0,3.0,5.0,4.0,,3.0,,3.0,,,,,,3.0,3.0,3,3.0,3,3.0,1.0,1.0,1.0,2.0,,4,,,,3.0,3.0,,3.0,3.0,,,,,,3.0,,,,,3.0,,3,3,4,1,2.0,4.0,,4.0,,4.0,,1.0,,3.0,3.0,,3.0,,3.0,,,,,
1689,,,,,,,,5.0,,5.0,,,,,,,,,,5.0,5,4.0,4.0,4.0,5,4,5,5.0,5,4,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,1.0,3.0,3.0,4.0,2,3,4,3,3,3.0,3.0,4.0,4.0,,4.0,4.0,3.0,,5.0,,4.0,,4.0,,,3.0,4,5.0,4,4.0,,4.0,4.0,3.0,2.0,2,,,,2.0,3.0,,2.0,3.0,,,,,,,,,,,3.0,,3,3,3,3,3.0,,,,,,,,,3.0,,,4.0,,5.0,,,,,
1690,,,,,,,,5.0,5.0,5.0,,,,,,,,,,4.0,4,4.0,4.0,3.0,2,2,3,4.0,4,5,5.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,2,4,2,2,2,2.0,3.0,1.0,,4.0,4.0,,4.0,,3.0,,,,3.0,,3.0,5.0,4,4.0,5,4.0,3.0,3.0,3.0,3.0,4.0,3,4.0,,,3.0,3.0,,3.0,3.0,,,,,,,,,5.0,3.0,3.0,,4,4,4,4,4.0,,,,,,,,,1.0,,,2.0,,3.0,,,,,
1691,,,,,,,1.0,,2.0,,,,,,,,,,,5.0,3,5.0,4.0,4.0,4,3,4,4.0,5,4,5.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,4,4,3,3,3,4.0,4.0,4.0,3.0,,2.0,,2.0,2.0,3.0,,4.0,4.0,5.0,,,3.0,,3.0,3,3.0,3.0,3.0,3.0,3.0,4.0,4,5.0,5.0,,4.0,4.0,4.0,5.0,4.0,,,,,,,,,,3.0,2.0,,3,4,5,5,5.0,,,,,,,,,3.0,,,2.0,,1.0,5.0,,,,
1692,,,,,,,,,,,,,,,,,,,,3.0,2,5.0,5.0,4.0,4,3,3,4.0,3,3,5.0,5.0,4.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4,4,4,4,3,3.0,3.0,3.0,4.0,,2.0,,4.0,3.0,2.0,3.0,,,,,,3.0,,3.0,3,3.0,,3.0,3.0,3.0,,2,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,,,,,,,,4.0,,4.0,4.0,4.0,3,3,4,3,2.0,1.0,,2.0,,,,,,3.0,,,3.0,,,,,,,
1693,,,,,,,3.0,2.0,2.0,,,,,,,,,,,1.0,1,2.0,2.0,2.0,2,2,3,2.0,2,3,2.0,2.0,2.0,2.0,4.0,1.0,3.0,1.0,3.0,3.0,2.0,1.0,2.0,5.0,5,4,4,4,5,5.0,5.0,4.0,4.0,,5.0,,5.0,3.0,2.0,3.0,,,,,3.0,3.0,,3.0,4,3.0,,3.0,3.0,2.0,,2,,,2.0,3.0,3.0,,3.0,2.0,,,,,,,,,,,3.0,,2,2,4,2,2.0,,,,,,,,3.0,2.0,,,3.0,,,,,,,
1694,,,,,,,,,2.0,,,,,,,,,,,4.0,2,2.0,4.0,2.0,2,3,3,2.0,2,3,2.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2,3,4,4,4,3.0,4.0,3.0,3.0,,2.0,,3.0,3.0,2.0,,2.0,2.0,1.0,,,3.0,,3.0,4,3.0,2.0,,,,4.0,2,2.0,,,3.0,3.0,,4.0,3.0,,,,,,,,,,3.0,5.0,,2,2,2,4,3.0,,,,,,,,3.0,3.0,,,2.0,3.0,,,,,,
1695,,,,,2.0,,,4.0,5.0,5.0,,,,,,,,,,3.0,3,3.0,3.0,2.0,2,1,2,2.0,2,3,3.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2,3,3,4,3,2.0,3.0,3.0,3.0,,1.0,,3.0,4.0,4.0,2.0,,2.0,,,,2.0,,3.0,3,4.0,,4.0,,3.0,4.0,2,,,,4.0,4.0,,3.0,3.0,,,,,,1.0,,,,2.0,3.0,2.0,3,3,3,3,3.0,3.0,,3.0,,,,,2.0,,,,,,,,,,,
1696,,,,,2.0,,2.0,1.0,,1.0,,,5.0,,,,6.0,,,4.0,4,5.0,2.0,3.0,1,2,2,2.0,1,2,2.0,3.0,4.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,1,5,2,3,3,1.0,3.0,5.0,5.0,,3.0,,2.0,3.0,3.0,5.0,5.0,5.0,4.0,,,3.0,2,1.0,1,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,,4.0,3.0,,4.0,3.0,,,,,,,,,,2.0,5.0,,3,3,2,2,2.0,,2.0,,,,,,1.0,,,,,,,,,,,
1697,,,,,1.0,,,,,2.0,,,,,,,,,,4.0,4,5.0,5.0,2.0,4,2,3,3.0,3,3,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,2,2,4,3,3,3.0,4.0,3.0,5.0,,4.0,,3.0,,3.0,4.0,4.0,5.0,5.0,,3.0,4.0,3,3.0,3,3.0,,5.0,4.0,4.0,5.0,5,4.0,5.0,2.0,4.0,3.0,,4.0,3.0,,,,,,,,,,4.0,,,4,4,3,3,3.0,,,,,,,,3.0,,,,,,,,,,,
1698,,,,,,,,,,,,,,,,,,,,1.0,5,5.0,4.0,3.0,3,4,3,3.0,3,4,4.0,2.0,2.0,2.0,4.0,2.0,3.0,4.0,2.0,2.0,3.0,1.0,3.0,2.0,2,2,2,2,2,3.0,3.0,3.0,1.0,,2.0,,2.0,,3.0,3.0,2.0,3.0,1.0,,,2.0,3,4.0,3,3.0,2.0,3.0,3.0,3.0,,4,,4.0,,3.0,3.0,,3.0,4.0,,,,,,,,,,2.0,,,2,2,2,2,2.0,,,,,,,,4.0,,,,,,,,,,,
1699,,,,,,,,,,,,,,,,,,,,5.0,4,4.0,4.0,2.0,2,2,3,3.0,2,3,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3,3,2,2,2,2.0,1.0,1.0,1.0,1.0,2.0,,2.0,,2.0,,1.0,3.0,,,,4.0,3,4.0,4,3.0,3.0,,,2.0,,,1.0,,4.0,3.0,3.0,,3.0,3.0,,,,,,,,,,3.0,,,3,3,2,2,2.0,,,2.0,,,,,3.0,,,,,,,,,,,
1700,,,,,,,,,,,,,,,,,,,,4.0,2,1.0,2.0,2.0,2,2,3,3.0,2,2,3.0,2.0,3.0,2.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,,4.0,2,2,4,3,3,3.0,3.0,3.0,5.0,,,,,,,4.0,,4.0,4.0,,,3.0,2,3.0,3,3.0,3.0,,,,,,2.0,,4.0,3.0,3.0,,3.0,3.0,,,,,,,,2.0,,3.0,,,4,4,4,3,3.0,,,,,,,3.0,3.0,,,,,,,,,,,
1701,,,,,,,,,,,,,,,,,,,,2.0,2,3.0,3.0,3.0,4,4,3,4.0,1,3,3.0,,2.0,3.0,3.0,4.0,2.0,2.0,1.0,2.0,2.0,3.0,,3.0,3,3,2,3,3,3.0,3.0,4.0,3.0,,3.0,,2.0,,2.0,,,1.0,5.0,,,2.0,3,3.0,3,3.0,,3.0,3.0,3.0,2.0,2,2.0,,4.0,2.0,3.0,,1.0,3.0,,,,,,4.0,,3.0,5.0,3.0,,4.0,2,2,3,3,3.0,,,,,,,,3.0,,,,,,,,,,,
